Part,Title,Chapter,Section,Subsection,Article,Hyperlink,Content,Annex,Article_number
,,,,,Article 291: Wrong-Way Risk,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/5007,"1. For the purposes of this Article:
(a) ""General Wrong-Way risk"" arises when the likelihood of default by counterparties is positively correlated with general market risk factors;
(b) ""Specific Wrong-Way risk"" arises when future exposure to a specific counterparty is positively correlated with the counterparty's PD due to the nature of the transactions with the counterparty. An institution shall be considered to be exposed to Specific Wrong-Way risk if the future exposure to a specific counterparty is expected to be high when the counterparty's probability of a default is also high.
2. An institution shall give due consideration to exposures that give rise to a significant degree of Specific and General Wrong-Way risk.
3. In order to identify General Wrong-Way risk, an institution shall design stress testing and scenario analyses to stress risk factors that are adversely related to counterparty creditworthiness. Such testing shall address the possibility of severe shocks occurring when relationships between risk factors have changed. An institution shall monitor General Wrong Way risk by product, by region, by industry, or by other categories that are relevant to the business.
4. An institution shall maintain procedures to identify, monitor and control cases of Specific Wrong-Way risk for each legal entity, beginning at the inception of a transaction and continuing through the life of the transaction.
5. Institutions shall calculate the own funds requirements for CCR in relation to transactions where Specific Wrong-Way risk has been identified and where there exists a legal connection between the counterparty and the issuer of the underlying of the OTC derivative or the underlying of the transactions referred to in points (b), (c) and (d) of Article 273(2)), in accordance with the following principles:
(a) the instruments where Specific Wrong-Way risk exists shall not be included in the same netting set as other transactions with the counterparty, and shall each be treated as a separate netting set; 
(b) within any such separate netting set, for single-name credit default swaps the exposure value equals the full expected loss in the value of the remaining fair value of the underlying instruments based on the assumption that the underlying issuer is in liquidation;
(c) LGD for an institution using the approach set out in Chapter 3 shall be 100 % for such swap transactions;
(d) for an institution using the approach set out in Chapter 2, the applicable risk weight shall be that of an unsecured transaction;
(e) for all other transactions referencing a single name in any such separate netting set, the calculation of the exposure value shall be consistent with the assumption of a jump-todefault of those underlying obligations where the issuer is legally connected with the counterparty. For transactions referencing a basket of names or index, the jump-to-default of the respective underlying obligations where the issuer is legally connected with the counterparty, shall be applied, if material;
(f) to the extent that this uses existing market risk calculations for own funds requirements for incremental default and migration risk as set out in Title IV, Chapter 5, Section 4 that already contain an LGD assumption, the LGD in the formula used shall be 100 %.
6. Institutions shall provide senior management and the appropriate committee of the management body with regular reports on both Specific and General Wrong-Way risks and the steps being taken to manage those risks.",,291
,,,,,Article 292: Integrity of the modelling process,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/1884,"1. An institution shall ensure the integrity of modelling process as set out in Article 284 by adopting at least the following measures:
(a) the model shall reflect transaction terms and specifications in a timely, complete, and conservative fashion;
(b) those terms shall include at least contract notional amounts, maturity, reference assets, margining arrangements and netting arrangements;
(c) those terms and specifications shall be maintained in a database that is subject to formal and periodic audit;
(d) a process for recognising netting arrangements that requires legal staff to verify that netting under those arrangements is legally enforceable;
(e) the verification required under point (d) shall be entered into the database mentioned in point (c) by an independent unit;
(f) the transmission of transaction terms and specification data to the EPE model shall be subject to internal audit;
(g) there shall be processes for formal reconciliation between the model and source data systems to verify on an ongoing basis that transaction terms and specifications are being reflected in EPE correctly or at least conservatively.
2. Current market data shall be used to determine current exposures. An institution may calibrate its EPE model using either historic market data or market implied data to establish parameters of the underlying stochastic processes, such as drift, volatility and correlation. If an institution uses historical data, it shall use at least three years of such data. The data shall be updated at least quarterly, and more frequently if necessary to reflect market conditions.
To calculate the Effective EPE using a stress calibration, an institution shall calibrate Effective EPE using either three years of data that includes a period of stress to the credit default spreads of its counterparties or market implied data from such a period of stress.
The requirements in paragraphs 3, 4 and 5 shall be applied by the institution for that purpose.
3. An institution shall demonstrate to the satisfaction of the competent authority, at least quarterly, that the stress period used for the calculation under this paragraph coincides with a period of increased credit default swap or other credit (such as loan or corporate bond) spreads for a representative selection of its counterparties with traded credit spreads. In situations where the institution does not have adequate credit spread data for a counterparty, it shall map that counterparty to specific credit spread data based on region, internal rating and business types.
4. The EPE model for all counterparties shall use data, either historic or implied, that include the data from the stressed credit period and shall use such data in a manner consistent with the method used for the calibration of the EPE model to current data.
5. To evaluate the effectiveness of its stress calibration for EEPE, an institution shall create several benchmark portfolios that are vulnerable to the main risk factors to which the institution is exposed. The exposure to these benchmark portfolios shall be calculated using (a) a stress methodology, based on current market values and model parameters calibrated to stressed market conditions, and (b) the exposure generated during the stress period, but applying the method set out in this Section (end of stress period market value, volatilities, and correlations from the 3-year stress period).
6. An institution shall subject the model to a validation process that is clearly articulated in the institutions' policies and procedures. That validation process shall:
(a) specify the kind of testing needed to ensure model integrity and identify conditions under which the assumptions underlying the model are inappropriate and may therefore result in an understatement of EPE;
(b) include a review of the comprehensiveness of the model.
7. An institution shall monitor the relevant risks and have processes in place to adjust its estimation of Effective EPE when those risks become significant. In complying with this paragraph, the institution shall:
(a) identify and manage its exposures to Specific Wrong-Way risk arising as specified in Article 291(1)(b) and exposures to General Wrong-Way risk arising as specified in Article 291(1)(a);
(b) for exposures with a rising risk profile after one year, compare on a regular basis the estimate of a relevant measure of exposure over one year with the same exposure measure over the life of the exposure;
(c) for exposures with a residual maturity below one year, compare on a regular basis the replacement cost (current exposure) and the realised exposure profile, and store data that would allow such a comparison.
8. An institution shall have internal procedures to verify that, prior to including a transaction in a netting set, the transaction is covered by a legally enforceable netting contract that meets the requirements set out in Section 7.
9. An institution that uses collateral to mitigate its CCR shall have internal procedures to verify that, prior to recognising the effect of collateral in its calculations, the collateral meets the legal certainty standards set out in Chapter 4.
10. EBA shall monitor the range of practices in this area and shall, in accordance with Article 16 of Regulation (EU) No 1093/2010, issue guidelines on the application of this Article.",,292
,,,,,Article 293: Requirements for the risk management system,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/1886,"1. An institution shall comply with the following requirements:
(a) it shall meet the qualitative requirements set out in Part Three, Title IV, Chapter 5;
(b) it shall conduct a regular programme of back-testing, comparing the risk measures generated by the model with realised risk measures, and hypothetical changes based on static positions with realised measures;
(c) it shall carry out an initial validation and an on-going periodic review of its CCR exposure model and the risk measures generated by it. The validation and review shall be independent of the model development;
(d) the management body and senior management shall be involved in the risk control process and shall ensure that adequate resources are devoted to credit and counterparty credit risk control. In this regard, the daily reports prepared by the independent risk control unit established in accordance Article 287(1)(a) shall be reviewed by a level of management with sufficient seniority and authority to enforce both reductions of positions taken by individual traders and reductions in the overall risk exposure of the institution;
(e) the internal risk measurement exposure model shall be integrated into the day-to-day risk management process of the institution;
(f) the risk measurement system shall be used in conjunction with internal trading and exposure limits. In this regard, exposure limits shall be related to the institution's risk measurement model in a manner that is consistent over time and that is well understood by traders, the credit function and senior management;
(g) an institution shall ensure that its risk management system is well documented. In particular, it shall maintain a documented set of internal policies, controls and procedures concerning the operation of the risk measurement system, and arrangements to ensure that those policies are complied with;
(h) an independent review of the risk measurement system shall be carried out regularly in the institution's own internal auditing process. This review shall include both the activities of the business trading units and of the independent risk control unit. A review of the overall risk management process shall take place at regular intervals (and no less than once a year) and shall specifically address, as a minimum, all items referred to in Article 288;
(i) the on-going validation of counterparty credit risk models, including back-testing, shall be reviewed periodically by a level of management with sufficient authority to decide the action that will be taken to address weaknesses in the models.
2. Competent authorities shall take into account the extent to which an institution meets the requirements of paragraph 1 when setting the level of alpha, as set out in Article 284(4). Only those institutions that comply fully with those requirements shall be eligible for application of the minimum multiplication factor.
3. An institution shall document the process for initial and on-going validation of its CCR exposure model and the calculation of the risk measures generated by the models to a level of detail that would enable a third party to recreate, respectively, the analysis and the risk measures. That documentation shall set out the frequency with which back testing analysis and any other on-going validation will be conducted, how the validation is conducted with respect to data flows and portfolios and the analyses that are used.
4. An institution shall define criteria with which to assess its CCR exposure models and the models that input into the calculation of exposure and maintain a written policy that describes the process by which unacceptable performance will be identified and remedied.
5. An institution shall define how representative counterparty portfolios are constructed for the purposes of validating an CCR exposure model and its risk measures.
6. The validation of CCR exposure models and their risk measures that produce forecast distributions shall consider more than a single statistic of the forecast distribution.",,293
,,,,,Article 294: Validation requirements,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/1888,"1. As part of the initial and on-going validation of its CCR exposure model and its risk measures, an institution shall ensure that the following requirements are met:
(a) the institution shall carry out back-testing using historical data on movements in market risk factors prior to the permission by the competent authorities in accordance with Article 283(1). That back-testing shall consider a number of distinct prediction time horizons out to at least one year, over a range of various initialisation dates and covering a wide range of market conditions;
(b) the institution using the approach set out in Article 285(1) (b) shall regularly validate its model to test whether realised current exposures are consistent with prediction over all margin periods within one year. If some of the trades in the netting set have a maturity of less than one year, and the netting set has higher risk factor sensitivities without these trades, the validation shall take this into account;
(c) it shall back-test the performance of its CCR exposure model and the model's relevant risk measures as well as the market risk factor predictions. For collateralised trades, the prediction time horizons considered shall include those reflecting typical margin periods of risk applied in collateralised or margined trading;
(d) if the model validation indicates that Effective EPE is underestimated, the institution shall take the action necessary to address the inaccuracy of the model;
(e) it shall test the pricing models used to calculate CCR exposure for a given scenario of future shocks to market risk factors as part of the initial and on-going model validation process. Pricing models for options shall account for the nonlinearity of option value with respect to market risk factors;
(f) the CCR exposure model shall capture the transactionspecific information necessary to be able to aggregate exposures at the level of the netting set. An institution shall verify that transactions are assigned to the appropriate netting set within the model;
(g) the CCR exposure model shall include transaction-specific information to capture the effects of margining. It shall take into account both the current amount of margin and margin that would be passed between counterparties in the future. Such a model shall account for the nature of margin agreements that are unilateral or bilateral, the frequency of margin calls, the margin period of risk, the minimum threshold of un-margined exposure the institution is willing to accept, and the minimum transfer amount. Such a model shall either estimate the mark-to-market change in the value of collateral posted or apply the rules set out in Chapter 4;
(h) the model validation process shall include static, historical back-testing on representative counterparty portfolios. An institution shall conduct such back-testing on a number of representative counterparty portfolios that are actual or hypothetical at regular intervals. Those representative portfolios shall be chosen on the basis of their sensitivity to the material risk factors and combinations of risk factors to which the institution is exposed;
(i) an institution shall conduct back-testing that is designed to test the key assumptions of the CCR exposure model and the relevant risk measures, including the modelled relationship between tenors of the same risk factor, and the modelled relationships between risk factors;
(j) the performance of CCR exposure models and its risk measures shall be subject to appropriate back-testing practice. The back testing programme shall be capable of identifying poor performance in an EPE model's risk measures;
(k) an institution shall validate its CCR exposure models and all risk measures out to time horizons commensurate with the maturity of trades for which exposure is calculated using IMM in accordance to the Article 283;
(l) an institution shall regularly test the pricing models used to calculate counterparty exposure against appropriate independent benchmarks as part of the on-going model validation process;
(m) the on-going validation of an institution's CCR exposure model and the relevant risk measures shall include an assessment of the adequacy of the recent performance;
(m) the on-going validation of an institution's CCR exposure model and the relevant risk measures shall include an assessment of the adequacy of the recent performance;
(o) the initial and on-going validation of CCR exposure models shall assess whether or not the counterparty level and netting set exposure calculations of exposure are appropriate.
2. A measure that is more conservative than the metric used to calculate regulatory exposure value for every counterparty may be used in place of alpha multiplied by Effective EPE with the prior permission of the competent authorities. The degree of relative conservatism will be assessed upon initial approval by the competent authorities and at the regular supervisory reviews of the EPE models. An institution shall validate the conservatism regularly. The on-going assessment of model performance shall cover all counterparties for which the models are used.
3. If back-testing indicates that a model is not sufficiently accurate, the competent authorities shall revoke its permission for the model, or impose appropriate measures to ensure that the model is improved promptly.",,294
,,,Section 7: Contractual netting,,,,,,
,,,,,Article 295: Recognition of contractual netting as risk-reducing,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/1892,"Institutions may treat as risk reducing in accordance with Article 298 only the following types of contractual netting agreements where the netting agreement has been recognised by competent authorities in accordance with Article 296 and where the institution meets the requirements set out in Article 297:
(a) bilateral contracts for novation between an institution and its counterparty under which mutual claims and obligations are automatically amalgamated in such a way that the novation fixes one single net amount each time it applies so as to create a single new contract that replaces all former contracts and all obligations between parties pursuant to those contracts and is binding on the parties;
(b) other bilateral agreements between an institution and its counterparty;
(c) contractual cross-product netting agreements for institutions that have received the approval to use the method set out in Section 6 for transactions falling under the scope of that method. Competent authorities shall report to EBA a list of the contractual cross-product netting agreements approved.
Netting across transactions entered into by different legal entities of a group shall not be recognised for the purposes of calculating the own funds requirements.",,295
,,,,,Article 296: Recognition of contractual netting agreements,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/1894,"1. Competent authorities shall recognise a contractual netting agreement only where the conditions in paragraph 2 and, where relevant, 3 are fulfilled.
2. The following conditions shall be fulfilled by all contractual netting agreements used by an institution for the purposes of determining exposure value in this Part:
(a) the institution has concluded a contractual netting agreement with its counterparty which creates a single legal obligation, covering all included transactions, such that, in the event of default by the counterparty it would be entitled to receive or obliged to pay only the net sum of the positive and negative mark-to-market values of included individual transactions;
(b) the institution has made available to the competent authorities written and reasoned legal opinions to the effect that, in the event of a legal challenge of the netting agreement, the institution's claims and obligations would not exceed those referred to in point (a). The legal opinion shall refer to the applicable law:
(i) the jurisdiction in which the counterparty is incorporated;
(ii) if a branch of an undertaking is involved, which is located in a country other than that where the undertaking is incorporated, the jurisdiction in which the branch is located;
(iii) the jurisdiction whose law governs the individual transactions included in the netting agreement;
(iv) the jurisdiction whose law governs any contract or agreement necessary to effect the contractual netting;
(c) credit risk to each counterparty is aggregated to arrive at a single legal exposure across transactions with each counterparty. This aggregation shall be factored into credit limit purposes and internal capital purposes;
(d) the contract shall not contain any clause which, in the event of default of a counterparty, permits a non-defaulting counterparty to make limited payments only, or no payments at all, to the estate of the defaulting party, even if the defaulting party is a net creditor (i.e. walk-away clause).
If any of the competent authorities are not satisfied that the contractual netting is legally valid and enforceable under the law of each of the jurisdictions referred to in point (b) the contractual netting agreement shall not be recognised as risk-reducing for either of the counterparties. Competent authorities shall inform each other accordingly.
3. The legal opinions referred to in point (b) may be drawn up by reference to types of contractual netting. The following additional conditions shall be fulfilled by contractual crossproduct netting agreements:
(a) the net sum referred to in point (a) of paragraph 2 is the net sum of the positive and negative close out values of any included individual bilateral master agreement and of the positive and negative mark-to-market value of the individual transactions (the ""cross-product net amount"");
(b) the legal opinions referred to in point (b) of paragraph 2 shall address the validity and enforceability of the entire contractual cross-product netting agreement under its terms and the impact of the netting arrangement on the material provisions of any included individual bilateral master agreement.",,296
,,,,,Article 297: Obligations of institutions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/1896,"1. An institution shall establish and maintain procedures to ensure that the legal validity and enforceability of its contractual netting is reviewed in the light of changes in the law of relevant jurisdictions referred to in Article 296(2)(b).
2. The institution shall maintain all required documentation relating to its contractual netting in its files.
3. The institution shall factor the effects of netting into its measurement of each counterparty's aggregate credit risk exposure and the institution shall manage its CCR on the basis of those effects of that measurement.
4. In the case of contractual cross-product netting agreements referred to in Article 295, the institution shall maintain procedures under Article 296(2)(c) to verify that any transaction which is to be included in a netting set is covered by a legal opinion referred to in Article 296(2)(b).
Taking into account the contractual cross-product netting agreement, the institution shall continue to comply with the requirements for the recognition of bilateral netting and the requirements of Chapter 4 for the recognition of credit risk mitigation, as applicable, with respect to each included individual bilateral master agreement and transaction.",,297
,,,,,Article 298: Effects of recognition of netting as risk-reducing,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/1898,"1. The following treatment applies to contractual netting agreements:
(a) netting for the purposes of Sections 5 and 6 shall be recognised as set out in those Sections;
(b) in the case of contracts for novation, the single net amounts fixed by such contracts rather than the gross amounts involved, may be weighted.
In the application of Section 3, institutions may take the contract for novation into account when determining:
(i) the current replacement cost referred to in Article 274 (1);
(ii) the notional principal amounts or underlying values referred to in Article 274(2).
In the application of Section 4, in determining the notional amount referred to in Article 275(1) institutions may take into account the contract for novation for the purposes of calculating the notional principal amount In such cases, institutions shall apply the percentages of Table 3.
(c) In the case of other netting agreements, institutions shall apply Section 3 as follows:
(i) the current replacement cost referred to in Article 274 (1) for the contracts included in a netting agreement shall be obtained by taking account of the actual hypothetical net replacement cost which results from the agreement; in the case where netting leads to a net obligation for the institution calculating the net replacement cost, the current replacement cost is calculated as ""0"";
(ii) the figure for potential future credit exposure referred to in Article 274(2) for all contracts included in a netting agreement shall be reduced in accordance with the following formula:
where:
PCEred = the reduced figure for potential future credit exposure for all contracts with a given counterparty included in a legally valid bilateral netting agreement;
PCEgross = the sum of the figures for potential future credit exposure for all contracts with a given counterparty which are included in a legally valid bilateral netting agreement and are calculated by multiplying their notional principal amounts by the percentages set out in Table 1;
NGR = the net-to-gross ratio calculated as the quotient of the net replacement cost for all contracts included in a legally valid bilateral netting agreement with a given counterparty (numerator) and the gross replacement cost for all contracts included in a legally valid bilateral netting agreement with that counterparty (denominator).
2. When carrying out the calculation of the potential future credit exposure in accordance with the formula set out in paragraph 1, institutions may treat perfectly matching contracts included in the netting agreement as if they were a single contract with a notional principal equivalent to the net receipts
In the application of Article 275(1) institutions may treat perfectly matching contracts included in the netting agreement as if they were a single contract with a notional principal equivalent to the net receipts, and the notional principal amounts shall be multiplied by the percentages given in Table 3.
For the purposes of this paragraph, perfectly matching contracts are forward foreign-exchange contracts or similar contracts in which a notional principal is equivalent to cash flows if the cash flows fall due on the same value date and fully in the same currency.
3. For all other contracts included in a netting agreement, the percentages applicable may be reduced as indicated in Table 6:
4. In the case of interest-rate contracts, institutions may, subject to the consent of their competent authorities, choose either original or residual maturity.",,298
,,,Section 8: Items in the trading book,,,,,,
,,,,,Article 299: Items in the trading book,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2002,"1. For the purposes of the application of this Article, Annex II shall include a reference to derivative instruments for the transfer of credit risk as mentioned in point (8) of Section C of Annex I to Directive 2004/39/EC.
2. When calculating risk-weighted exposure amounts for counterparty risk of items in the trading book, institutions shall comply with the following principles:
(a) in the case of total return swap credit derivatives and credit default swap credit derivatives, to obtain a figure for potential future credit exposure under the method set out in Section 3, the nominal amount of the instrument shall be multiplied by the following percentages:
(i) 5 %, where the reference obligation is one that, if it gave rise to a direct exposure of the institution, would be a qualifying item for the purposes of Part Three, Title IV, Chapter 2;
(ii) 10 %, where the reference obligation is one that, if it gave rise to a direct exposure of the institution, would not be a qualifying item for the purposes of Part Three, Title IV, Chapter 2.
In the case of an institution whose exposure arising from a credit default swap represents a long position in the underlying, the percentage for potential future credit exposure may be 0 %, unless the credit default swap is subject to close-out upon the insolvency of the entity whose exposure arising from the swap represents a short position in the underlying, even though the underlying has not defaulted.
Where the credit derivative provides protection in relation to ""nth to default"" amongst a number of underlying obligations, an institution shall determine which of the percentage figures set out in the first subparagraph applies by reference to the obligation with the nth lowest credit quality which, if incurred by the institution, would be a qualifying item for the purposes of Part Three, Title IV, Chapter 2;
(b) institutions shall not use the Financial Collateral Simple Method set out in Article 222 for the recognition of the effects of financial collateral;
(c) in the case of repurchase transactions and securities or commodities lending or borrowing transactions booked in the trading book, institutions may recognise as eligible collateral all financial instruments and commodities that are eligible to be included in the trading book;
(d) for exposures arising from OTC derivative instruments booked in the trading book, institutions may recognise commodities that are eligible to be included in the trading book as eligible collateral;
(e) for the purposes of calculating volatility adjustments where such financial instruments or commodities which are not eligible under Chapter 4 are lent, sold or provided, or borrowed, purchased or received by way of collateral or otherwise under such a transaction, and an institution is using the Supervisory Volatility Adjustments Approach under Section 3 of Chapter 4, institutions shall treat such instruments and commodities in the same way as non-main index equities listed on a recognised exchange;
(f) where an institution is using the Own Estimates of Volatility adjustments Approach under Section 3 of Chapter 4 in respect of financial instruments or commodities which are not eligible under Chapter 4, it shall calculate volatility adjustments for each individual item. Where an institution has obtained the approval to use the internal models approach defined in Chapter 4, it may also apply that approach in the trading book;
(g) in relation to the recognition of master netting agreements covering repurchase transactions, securities or commodities lending or borrowing transactions, or other capital marketdriven transactions, institutions shall only recognise netting across positions in the trading book and the non-trading book when the netted transactions fulfil the following conditions:
(i) all transactions are marked to market daily;
(ii) any items borrowed, purchased or received under the transactions may be recognised as eligible financial collateral under Chapter 4 without the application of points (c) to (f) of this paragraph;
(h) where a credit derivative included in the trading book forms part of an internal hedge and the credit protection is recognised under this Regulation in accordance with Article 204, institutions shall apply one of the following approaches:
(i) treat it as if there were no counterparty risk arising from the position in that credit derivative;
(ii) consistently include for the purpose of calculating the own funds requirements for counterparty credit risk all credit derivatives in the trading book forming part of internal hedges or purchased as protection against a CCR exposure where the credit protection is recognised as eligible under Chapter 4.",,299
,,,Section 9: Own funds requirements for exposures to a central counterparty,,,,,,
,,,,,Article 300: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2006,"For the purposes of this Section, the following definitions shall apply:
(1) ""bankruptcy remote"", in relation to client assets, means that effective arrangements exist which ensure that those assets will not be available to the creditors of a CCP or of a clearing member in the event of the insolvency of that CCP or clearing member respectively, or that the assets will not be available to the clearing member to cover losses it incurred following the default of a client or clients other than those that provided those assets;
(2) ""CCP-related transaction"" means a contract or a transaction listed in Article 301(1) between a client and a clearing member that is directly related to a contract or a transaction listed in that paragraph between that clearing member and a CCP;
(3) ""clearing member"" means a clearing member as defined in point (14) of Article 2 of Regulation (EU) No 648/2012;
(4) ""client"" means a client as defined in point (15) of Article 2 of Regulation (EU) No 648/2012 or an undertaking that has established indirect clearing arrangements with a clearing member in accordance with Article 4(3) of that Regulation.",,300
,,,,,Article 301: Material scope,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2008,"1. This Section applies to the following contracts and transactions for as long as they are outstanding with a CCP:
(a) the contracts listed in Annex II and credit derivatives;
(b) repurchase transactions;
(c) securities or commodities lending or borrowing transactions;
(d) long settlement transactions;
(e) margin lending transactions.
2. Institutions may choose whether to apply one of the following two treatments to the contracts and transactions outstanding with a QCCP listed in paragraph 1:
(a) the treatment for trade exposures and exposures from default fund contributions set out in Article 306, except for the treatment set out in paragraph 1(b) of that Article, and in Article 307, respectively;
(b) the treatment set out in Article 310.
3. Institutions shall apply the treatment set out in Article 306, except for the treatment set out in paragraph (1)(a) of that Article, and in Article 309, as applicable, to the contracts and transactions outstanding with a non-qualifying CCP listed in paragraph 1 of this Article.",,301
,,,,,Article 302: Monitoring of exposures to CCPs,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2010,"1. Institutions shall monitor all their exposures to CCPs and shall lay down procedures for the regular reporting of information on those exposures to senior management and appropriate committee or committees of the management body.
2. Institutions shall assess, through appropriate scenario analysis and stress testing, whether the level of own funds held against exposures to a CCP, including potential future credit exposures, exposures from default fund contributions and, where the institution is acting as a clearing member, exposures resulting from contractual arrangements as laid down in Article 304, adequately relates to the inherent risks of those exposures.",,302
,,,,,Article 303: Treatment of clearing members' exposures to CCPs,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2012,"Where an institution acts as a clearing member, either for its own purposes or as a financial intermediary between a client and a CCP, it shall calculate the own funds requirements for its exposures to a CCP in accordance with Article 301(2) and (3).",,303
,,,,,Article 304: Treatment of clearing members' exposures to clients,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2014,"1. Where an institution acts as a clearing member and, in that capacity, acts as a financial intermediary between a client and a CCP, it shall calculate the own funds requirements for its CCP-related transactions with the client in accordance with Sections 1 to 8 of this Chapter and with Title VI of Part Three, as applicable.
2. Where an institution acting as a clearing member enters into a contractual arrangement with a client of another clearing member that facilitates, in accordance with Article 48(5) and (6), of Regulation (EU) No 648/2012, the transfer of positions and collateral referred to in Article 305(2)(b) of this Regulation for that client, and that contractual agreement gives rise to a contingent obligation for that institution, that institution may attribute an exposure value of zero to that contingent obligation.
3. An institution acting as a clearing member may apply a shorter margin period of risk when calculating the own funds requirement for its exposures to a client in accordance with the Internal Model Method. The margin period of risk applied by the institution shall not be less than five days.
4. An institution acting as a clearing member may multiply its EAD by a scalar when calculating the own funds requirement for its exposures to a client in accordance with the Mark-to- Market Method, the Standardised Method or the Original Exposure Method. The scalars that the institutions may apply are the following:
(a) 0,71 for a margin period of risk of five days;
(b) 0,77 for a margin period of risk of six days;
(c) 0,84 for a margin period of risk of seven days;
(d) 0,89 for a margin period of risk of eight days;
(e) 0,95 for a margin period of risk of nine days;
(f) 1 for a margin period of risk of ten days or more.
5. EBA shall develop draft regulatory technical standards to specify the margin periods of risk that institutions may use for the purposes of paragraphs 3 and 4.
When developing those draft regulatory technical standards, EBA shall apply the following principles:
(a) it shall define the margin period of risk for each of the types of contracts and transactions listed in Article 301(1);
(b) the margin periods of risk to be defined in point (a) shall reflect the close-out period of the contracts and transactions referred to in that point.
EBA shall submit those draft regulatory technical standards to the Commission by 30 June 2014.
Power is delegated to the Commission to adopt the regulatory technical standards referred to in the first subparagraph in accordance with Articles 10 to 14 of Regulation (EU) No 1093/ 2010.",,304
,,,,,Article 305: Treatment of clients' exposures,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2016,"1. Where an institution is a client, it shall calculate the own funds requirements for its CCP-related transactions with its clearing member in accordance with Sections 1 to 8 of this Chapter and with Title VI of Part Three, as applicable.
2. Without prejudice to the approach specified in paragraph 1, where an institution is a client, it may calculate the own funds requirements for its trade exposures for CCP-related transactions with its clearing member in accordance with Article 306 provided that all the following conditions are met:
(a) the positions and assets of that institution related to those transactions are distinguished and segregated, at the level of both the clearing member and the CCP, from the positions and assets of both the clearing member and the other clients of that clearing member and as a result of that distinction and segregation those positions and assets are bankruptcy remote in the event of the default or insolvency of the clearing member or one or more of its other clients;
(b) laws, regulations, rules and contractual arrangements applicable to or binding that institution or the CCP facilitate the transfer of the client's positions relating to those contracts and transactions and of the corresponding collateral to another clearing member within the applicable margin period of risk in the event of default or insolvency of the original clearing member. In such circumstance, the client's positions and the collateral shall be transferred at market value unless the client requests to close out the position at market value;
(c) the institution has available an independent, written and reasoned legal opinion that concludes that, in the event of legal challenge, the relevant courts and administrative authorities would find that the client would bear no losses on account of the insolvency of its clearing member or of any of its clearing member's clients under the laws of the jurisdiction of the institution, its clearing member and the CCP, the law governing the transactions and contracts the institution clears through the CCP, the law governing the collateral, and the law governing any contract or agreement necessary to meet the condition in point (b);
(d) the CCP is a QCCP.
3. Without prejudice to the conditions specified in paragraph 2, where an institution that is a client is not protected from losses in the case that the clearing member and another client of the clearing member jointly default, but all the other conditions set out in paragraph 2 are met, the client may calculate the own funds requirements for its trade exposures for CCPrelated transactions with its clearing member in accordance with Article 306, subject to replacing the 2 % risk weight in paragraph 1(a) of that Article with a 4 % risk weight.
4. Where an institution that is a client accesses the services of a CCP through indirect clearing arrangements, in accordance with Article 4(3) of Regulation (EU) No 648/2012, that institution may apply the treatment set out in paragraph 2 or 3 only where the conditions in each paragraph are met at every level of the chain of intermediaries.",,305
,,,,,Article 306: Own funds requirements for trade exposures,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/3506,"1. An institution shall apply the following treatment to its trade exposures with CCPs:
(a) it shall apply a risk weight of 2 % to the exposure values of all its trade exposures with QCCPs;
(b) it shall apply the risk weight used for the Standardised Approach to credit risk as set out in Article 107(2)(b) to all its trade exposures with non-qualifying CCPs;
(c) where an institution is acting as a financial intermediary between a client and a CCP and the terms of the CCPrelated transaction stipulate that the institution is not obligated to reimburse the client for any losses suffered due to changes in the value of that transaction in the event that the CCP defaults, the exposure value of the transaction with the CCP that corresponds to that CCP-related transaction is equal to zero.
2. Notwithstanding paragraph 1, where assets posted as collateral to a CCP or a clearing member are bankruptcy remote in the event that the CCP, the clearing member or one or more of the other clients of the clearing member becomes insolvent, an institution may attribute an exposure value of zero to the counterparty credit risk exposures for those assets.
3. An institution shall calculate exposure values of its trade exposures with a CCP in accordance with Sections 1 to 8 of this Chapter, as applicable.
4. An institution shall calculate the risk-weighted exposure amounts for its trade exposures with CCPs for the purposes of Article 92(3) as the sum of the exposure values of its trade exposures with CCPs, calculated in accordance with paragraphs 2 and 3 of this Article, multiplied by the risk weight determined in accordance with paragraph 1 of this Article.",,306
